id,client_id,responsible_id,responsible_name,program_id,product_id,product_name,quantity_start,start_date,duration_reference_days,pv_per_unit,price_public_per_unit,quantite_label,note_metier,active,created_at,updated_at
f48fc622-bb87-4da9-ad66-26b52166eb7b,dca0b545-31e2-4ab2-8b4f-b6a194a807f5,656dcf35-4859-4a70-9d20-990104813423,Thomas,starter,aloe-vera,Boisson Aloe Vera,1,2026-03-30,21,24.95,54.5,473 ml,"Dans le suivi, au-dela de 21 jours on considere l'hydratation comme mal tenue.",true,2026-04-04T05:32:31.052451+00:00,2026-04-04T05:32:31.052451+00:00
7c12c843-428e-4395-bba6-c193127d8de0,dca0b545-31e2-4ab2-8b4f-b6a194a807f5,656dcf35-4859-4a70-9d20-990104813423,Thomas,starter,the-51g,Boisson instantanee a base de the 51 g,1,2026-03-30,21,19.95,41,51 g,"Meme logique terrain que l'aloe : au-dela de 21 jours, la routine n'a pas ete tenue.",true,2026-04-04T05:32:48.047261+00:00,2026-04-04T05:32:48.047261+00:00
3968c51e-897f-4144-bbc9-d883e4e8a0af,512c149f-ebb0-40f4-986f-298dcb83d4c4,656dcf35-4859-4a70-9d20-990104813423,Thomas,premium,the-51g,Boisson instantanee a base de the 51 g,1,2026-03-24,21,19.95,41,51 g,"Meme logique terrain que l'aloe : au-dela de 21 jours, la routine n'a pas ete tenue.",true,2026-04-04T15:24:12.612294+00:00,2026-04-04T15:24:12.612294+00:00
55a89797-8597-4458-9c49-26d304bbe249,512c149f-ebb0-40f4-986f-298dcb83d4c4,656dcf35-4859-4a70-9d20-990104813423,Thomas,premium,pdm,Melange pour boisson proteinee,1,2026-03-24,42,33,75,42 doses,Reference simple de 1 dose / jour sur 42 jours.,true,2026-04-04T15:24:32.150427+00:00,2026-04-04T15:24:32.150427+00:00
0c3281f9-5c69-4b4e-ad30-7d064e4559fa,512c149f-ebb0-40f4-986f-298dcb83d4c4,656dcf35-4859-4a70-9d20-990104813423,Thomas,premium,aloe-vera,Boisson Aloe Vera,1,2026-04-07,21,24.95,54.5,473 ml,"Dans le suivi, au-dela de 21 jours on considere l'hydratation comme mal tenue.",true,2026-04-04T15:23:52.522806+00:00,2026-04-04T15:23:52.522806+00:00
d95fb4cd-ea3b-4388-90c8-155279657a80,5ea847e8-b4d5-4b51-8986-f53f032b7c2f,6e552738-3fe5-4cdb-a4c8-15c5d7dca036,Mélanie,premium,vegan-protein,Mélange Vegan pour Boisson Protéinée,1,2026-05-18,42,31.45,71.5,42 doses,Alternative végétale au PDM.,true,2026-05-21T09:11:05.062083+00:00,2026-05-21T09:11:05.062083+00:00
d8bb27f3-cdad-4654-8e06-85a6d7325f5c,e8d12a20-0e39-4110-b290-750db627eaad,6e552738-3fe5-4cdb-a4c8-15c5d7dca036,Mélanie,premium,multifibres,Boisson multifibres,1,2026-05-30,30,22.95,43.5,30 doses,Reference simple de 30 jours.,true,2026-05-28T12:38:05.399372+00:00,2026-05-28T12:38:05.399372+00:00
eb1ddddb-e6c6-4c7a-ac37-38ec25b58d47,ebe0074c-a027-43ac-94bf-8ed4aaefd245,6e552738-3fe5-4cdb-a4c8-15c5d7dca036,Mélanie,premium,aloe-vera,Boisson Aloe Vera,1,2026-03-06,21,24.95,54.5,473 ml,"Dans le suivi, au-dela de 21 jours on considere l'hydratation comme mal tenue.",true,2026-04-07T12:34:54.134676+00:00,2026-04-07T12:34:54.134676+00:00
337f0e99-a5c3-4014-9f03-8c5e61d09cf8,8329db4f-bcae-46d9-89c7-f7e01aaf8a52,f5285ea5-9521-4e0d-8e09-523e310c494f,Mandy,starter,aloe-vera,Boisson Aloe Vera,1,2026-02-28,21,24.95,54.5,473 ml,"Dans le suivi, au-dela de 21 jours on considere l'hydratation comme mal tenue.",true,2026-04-07T13:36:56.889439+00:00,2026-04-07T13:36:56.889439+00:00
9d2cf5c0-201f-452b-8cf1-20139069d939,8329db4f-bcae-46d9-89c7-f7e01aaf8a52,f5285ea5-9521-4e0d-8e09-523e310c494f,Mandy,starter,the-51g,Boisson instantanee a base de the 51 g,1,2026-02-28,21,19.95,41,51 g,"Meme logique terrain que l'aloe : au-dela de 21 jours, la routine n'a pas ete tenue.",true,2026-04-07T13:36:56.889439+00:00,2026-04-07T13:36:56.889439+00:00
